Id,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
4702921684,8572.064516129032,6.9551612830931155,6.9551612830931155,0,0.4174193547618007,1.3048387092928728,5.225483921266372,0,5.129032258064516,26.032258064516128,237.48387096774192,766.4193548387096,2965.548387096774,1.0714285714285714,421.14285714285717,441.9642857142857
5553957443,8612.580645,5.63967745,5.63967745,0,1.4641935488870066,0.6690322631789795,3.5045160958843837,0,23.419354838709676,13,206.19354838709677,668.3548387096774,1875.6774193548388,1.2258064516129032,463.48387096774195,505.8709677419355
5577150313,8304.433333333332,6.213333304723104,6.213333304723104,0,3.113666655619938,0.658000005,2.4279999891916924,0,87.33333333333333,29.833333333333332,147.93333333333334,754.4333333333333,3359.633333333333,1.0384615384615385,432,460.61538461538464
6117666160,7046.714285714285,5.342142914022717,5.342142914022717,0,0.12821428477764124,0.083928572,4.843214298997608,0,1.5714285714285714,2.0357142857142856,288.35714285714283,796.2857142857143,2261.1428571428573,1.2222222222222223,478.77777777777777,510.1666666666667
6290855005,5649.551724137931,4.272413805,4.272413805,0,0.085517242,0.12827586305552513,4.048620709057512,0.008620689,2.7586206896551726,3.793103448275862,227.44827586206895,1193.0344827586207,2599.6206896551726,,,
6775888955,2519.6923076923076,1.8134615161241252,1.8134615161241252,0.075369078,0.7092307667033027,0.38423076959756697,0.7115384657652333,0,11,14.807692307692308,40.15384615384615,1299.423076923077,2131.769230769231,1,349.6666666666667,369
6962181067,9794.806451612903,6.585806477454403,6.519354851015153,0.32369965122592065,1.6164516191328722,0.9599999934434885,4.001612924760388,0.006774194,22.806451612903224,18.516129032258064,245.80645161290323,662.3225806451613,1982.032258064516,1.096774193548387,448,466.1290322580645
7007744171,11323.423076923076,8.015384591542757,7.575769214,2.1186733337549066,2.414999987070377,0.7384615299793389,4.8615384468665495,0.000769231,31.03846153846154,16.26923076923077,280.7307692307692,1055.3461538461538,2544,1,68.5,71.5
7086361926,9371.774193548386,6.388064507815627,6.388064507815627,0,2.781290325426286,0.7732258047307693,2.8187096621841197,0,42.58064516129032,25.35483870967742,143.83870967741936,850.4516129032259,2566.3548387096776,1,453.125,466.4166666666667
8053475328,14763.290322580646,11.475161198646788,11.475161198646788,0,8.514838741671657,0.4238709647568961,2.5338709546673686,0,85.16129032258064,9.580645161290322,150.96774193548387,1148,2945.8064516129034,1,297,301.6666666666667
8253242879,6482.1578947368425,4.667368468485381,4.667368468485381,0,2.2142104898628436,0.695789477,1.754736845430575,0.000526316,20.526315789473685,14.31578947368421,116.89473684210526,1287.3684210526317,1788,,,
8378563200,8717.709677419354,6.913548461852531,6.913548461852531,1.116157793229626,2.5035484019787075,0.5190322548151016,3.889354821174376,0,58.67741935483871,10.258064516129032,156.09677419354838,716.1290322580645,3436.5806451612902,1.125,443.34375,483.3125
8583815059,7198.5161290322585,5.615483822361117,5.615483822361117,0,0.7980645258099804,1.0206451528976042,2.6174193466863325,0,9.677419355,22.193548387096776,138.29032258064515,1267.225806451613,2732.032258064516,,,
8792009665,1853.7241379310344,1.1865517168209476,1.1865517168209476,0,0.024827587,0.058275863,1.1034482707237374,0,0.9655172413793104,4.0344827586206895,91.79310344827586,1060.4827586206898,1962.3103448275863,1,435.6666666666667,453.8
8877689391,16040.032258064517,13.212903138129944,13.212903138129944,0,6.637419362342162,0.3377419348445629,6.188709674342987,0.00516129,66.06451612903226,9.935483870967742,234.70967741935485,1112.8709677419354,3420.2580645161293,,,
